id,name,num_bedrooms,bedroom_type,num_of_beds,num_of_bathrooms,bathroom_type,host_name,borough,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
809649506221297892,Home in Queens,6,bedrooms,8,4,baths,Ren,Queens,South Ozone Park,40.66361003389043,-73.81549101,Entire home/apt,914,30,9,2023-10-08,0.92,2,364,9,
948469541324815246,Home in Queens,1,bedroom,1,1,bath,Luis,Queens,Richmond Hill,40.69476338074793,-73.84309059,Private room,128,30,4,2023-10-08,0.9,2,269,4,
191610,Townhouse in New York,1,bedroom,1,1,private,Tony,Manhattan,Chelsea,40.74697296939259,-74.00178397,Private room,144,2,126,2023-10-08,0.86,1,109,22,OSE-STRREG-0001080
9022864,Rental unit in Brooklyn ,1,bedroom,1,1.5,baths,Paul,Brooklyn,Carroll Gardens,40.68428,-73.98987,Private room,100,30,77,2023-10-08,0.79,1,88,6,
818779873383036715,Home in Brooklyn,9,bedrooms,11,4,baths,Ming,Brooklyn,Crown Heights,40.67231753256746,-73.9311979,Entire home/apt,832,30,7,2023-10-08,0.77,3,14,7,
902920099477213654,Rental unit in New York,2,bedrooms,2,1.5,baths,Boomerang,Manhattan,Chelsea,40.74420062399263,-73.9936075,Entire home/apt,230,30,4,2023-10-08,0.77,38,365,4,
54129100,Rental unit in Bronx,1,bedroom,3,1,bath,Shanna,Bronx,East Morrisania,40.83555,-73.88589,Entire home/apt,129,30,18,2023-10-08,0.76,2,365,4,
52690933,Townhouse in Brooklyn,1,bedroom,1,2,shared,MedHousing,Brooklyn,Bedford-Stuyvesant,40.69258,-73.95103,Private room,60,30,19,2023-10-08,0.75,26,364,9,
702360768619906155,Rental unit in Brooklyn,1,bedroom,1,1,private,John,Brooklyn,Crown Heights,40.67248,-73.96207,Private room,90,30,11,2023-10-08,0.7,1,46,5,
22066430,Rental unit in Brooklyn,1, Studio ,1,1,bath,Houman,Brooklyn,Williamsburg,40.7132,-73.96176,Entire home/apt,160,30,49,2023-10-08,0.67,1,0,7,
740630623928708556,Rental unit in New York,1,bedroom,1,1,bath,Sandra,Manhattan,SoHo,40.72075831,-73.99994503,Entire home/apt,1300,30,7,2023-10-08,0.67,2,365,7,
43315319,Boutique hotel in New York,1,bedroom,1,1,private,Jeniffer,Manhattan,Nolita,40.72027,-73.99567,Private room,110,15,26,2023-10-08,0.66,55,73,12,Exempt
939431170319588496,Home in Brooklyn,2,bedrooms,2,1,bath,Abdur Malik,Brooklyn,East New York,40.6637,-73.89018,Entire home/apt,150,30,3,2023-10-08,0.64,1,270,3,
22433764,Rental unit in New York ,1,bedroom,1,1,shared,Desmond,Manhattan,Chinatown,40.71793,-73.99337,Private room,74,30,2,2023-10-08,0.61,3,88,2,
905830564564991755,Home in The Bronx,1,bedroom,1,1,shared,Maria,Bronx,Clason Point,40.80939,-73.85294,Private room,75,30,3,2023-10-08,0.58,2,89,3,
943037722645110759,Home in Brooklyn ,2,bedrooms,2,1,bath,G.D.,Brooklyn,Flatlands,40.6324263,-73.9228251,Entire home/apt,115,33,2,2023-10-08,0.58,2,364,2,
613948541551662793,Home in Bronx,3,bedrooms,3,2.5,baths,Book It,Bronx,Throgs Neck,40.82665,-73.81461,Entire home/apt,250,30,11,2023-10-08,0.54,4,365,9,
52823952,Rental unit in Brooklyn,1,bedroom,1,1.5,shared,Chiz,Brooklyn,Crown Heights,40.67821,-73.95484,Private room,150,30,11,2023-10-08,0.49,2,365,4,
837212067637401497,Rental unit in New York,1,bedroom,1,1,bath,Max,Manhattan,Chinatown,40.716593,-73.9907581,Entire home/apt,180,30,4,2023-10-08,0.47,1,362,4,
938314389955142114,Rental unit in New York ,1, Studio ,2,1,bath,Mike,Manhattan,Midtown,40.75050212984646,-73.97056256,Entire home/apt,95,30,2,2023-10-08,0.45,7,346,2,
916908855321033088,Guesthouse in The Bronx ,1,bedroom,1,1,bath,Lian,Bronx,Pelham Bay,40.84413469076182,-73.83006591,Entire home/apt,50,30,2,2023-10-08,0.43,1,84,2,
757958927344984811,Rental unit in Queens,1,bedroom,1,1,shared,Cielo,Queens,East Elmhurst,40.75708,-73.8948,Private room,70,30,4,2023-10-08,0.42,2,340,4,
596413302681259342,Rental unit in New York ,1, Studio ,2,1,bath,T. Charle,Manhattan,Flatiron District,40.74252,-73.98965,Entire home/apt,121,30,2,2023-10-08,0.41,2,270,2,
683856808253507761,Rental unit in Brooklyn,1,bedroom,1,1,bath,Hilda,Brooklyn,Fort Greene,40.68836,-73.97264,Entire home/apt,105,30,6,2023-10-08,0.41,1,95,4,
884797357819808676,Home in Brooklyn,1, Studio ,2,2,baths,Karina,Brooklyn,Crown Heights,40.67271512279342,-73.93903837,Entire home/apt,304,30,3,2023-10-08,0.41,1,173,3,
33559960,Rental unit in New York,1,bedroom,2,1,shared,Jane,Manhattan,East Village,40.73362,-73.98831,Private room,114,30,21,2023-10-08,0.4,3,179,12,
736935741903228510,Rental unit in New York ,1,bedroom,1,1,bath,Urban Furnished,Manhattan,East Village,40.7302813,-73.9884091,Entire home/apt,139,30,2,2023-10-08,0.39,256,364,2,
811019070484969678,Home in Brooklyn,1,bedroom,1,1,shared,H Two E,Brooklyn,Bushwick,40.6905,-73.91028,Private room,140,30,3,2023-10-08,0.36,4,365,3,
50132114,Rental unit in New York,2,bedrooms,2,1,bath,Paradise Suites,Manhattan,Upper East Side,40.75894,-73.95951,Entire home/apt,120,30,8,2023-10-08,0.34,37,337,2,
899983666127980676,Home in Queens ,2,bedrooms,3,1,bath,Robert,Queens,Flushing,40.75543010772117,-73.81929945,Entire home/apt,110,30,1,2023-10-08,0.33,2,89,1,
4465274,Rental unit in Brooklyn,1,bedroom,1,1,bath,Maria,Brooklyn,Brooklyn Heights,40.69054,-73.99258,Entire home/apt,100,30,35,2023-10-08,0.32,1,6,20,
52926435,Rental unit in New York,1,bedroom,1,1,bath,Shoko,Manhattan,Upper West Side,40.79516,-73.97521,Entire home/apt,450,30,6,2023-10-08,0.29,1,339,3,
30695144,Rental unit in Brooklyn ,2,bedrooms,1,1,bath,Neto,Brooklyn,Williamsburg,40.71631,-73.96428,Entire home/apt,450,30,17,2023-10-08,0.28,2,0,4,
45682803,Rental unit in New York,2,bedrooms,1,1,bath,Alexandra,Manhattan,East Village,40.73144,-73.98649,Entire home/apt,231,30,10,2023-10-08,0.25,1,223,2,
34490354,Hotel in NEW YORK,1,bedroom,2,1,private,The Knickerbocker,Manhattan,Theater District,40.75544,-73.98837,Hotel room,509,1,12,2023-10-08,0.24,13,354,8,Exempt
34539406,Home in Brooklyn,1,bedroom,1,1,shared,Gladwyn,Brooklyn,Canarsie,40.6289,-73.89752,Private room,130,30,12,2023-10-08,0.22,5,29,5,
42682391,Boutique hotel in New York,1,bedroom,1,4,shared,Reservation Desk,Manhattan,Gramercy,40.73454,-73.98343,Private room,64,30,5,2023-10-08,0.19,24,272,2,
21752880,Condo in Brooklyn,2,bedrooms,2,2,baths,Alex,Brooklyn,Williamsburg,40.71903432330189,-73.9483524,Entire home/apt,495,30,12,2023-10-08,0.17,1,303,3,
48070762,Rental unit in The Bronx,1,bedroom,1,1,shared,Katira,Bronx,Kingsbridge,40.87194,-73.90307,Private room,38,30,3,2023-10-08,0.15,2,178,2,
42536123,Rental unit in Brooklyn,1,bedroom,1,1,bath,Lina,Brooklyn,Bedford-Stuyvesant,40.67859,-73.94757,Entire home/apt,105,30,3,2023-10-08,0.1,2,211,1,
840594,Rental unit in New York,1,bedroom,1,1,bath,Fiona,Manhattan,West Village,40.73095,-74.00657,Entire home/apt,320,30,11,2023-10-08,0.09,1,365,2,
781709187810439984,Home in The Bronx,3,bedrooms,1,1,private,Leyssa,Bronx,Belmont,40.84822,-73.88528,Private room,45,30,55,2023-10-07,4.29,3,365,52,
577638418323881838,Home in Queens,1,bedroom,2,1,bath,Paolo,Queens,Ridgewood,40.70848,-73.9172,Entire home/apt,200,30,76,2023-10-07,3.66,1,68,38,
52787863,Rental unit in Brooklyn,1,bedroom,2,1,bath,Gabriel,Brooklyn,Prospect-Lefferts Gardens,40.66149,-73.96155,Entire home/apt,164,30,87,2023-10-07,3.36,3,279,33,
741416829933711693,Rental unit in New York,1,bedroom,1,1,shared,Javier,Manhattan,Harlem,40.81632,-73.95234,Private room,70,30,40,2023-10-07,2.76,2,247,31,
25313204,Rental unit in Brooklyn,2,bedrooms,3,1,bath,Carlene,Brooklyn,Bedford-Stuyvesant,40.6927,-73.94513,Entire home/apt,73,30,176,2023-10-07,2.61,8,365,4,
587207524120016838,Rental unit in New York,6,bedrooms,6,2,baths,Bianca,Manhattan,Chinatown,40.71531,-73.99092,Entire home/apt,394,30,55,2023-10-07,2.59,3,0,21,
23935141,Rental unit in Brooklyn,3,bedrooms,4,1,bath,Jenna,Brooklyn,Flatbush,40.64706,-73.96962,Entire home/apt,315,30,166,2023-10-07,2.4,5,281,2,
654949914481322300,Rental unit in Brooklyn,2,bedrooms,2,1,private,The Morency Group,Brooklyn,Canarsie,40.62995,-73.90399,Private room,135,30,36,2023-10-07,2.39,3,148,30,
746852890077275772,Rental unit in The Bronx,1,bedroom,1,1,bath,Dyar,Bronx,Allerton,40.86777,-73.86018,Entire home/apt,100,30,30,2023-10-07,2.21,5,365,24,
815233570904645812,Townhouse in Brooklyn,1,bedroom,1,1,bath,George,Brooklyn,Bedford-Stuyvesant,40.68617621113513,-73.93282948,Private room,115,30,23,2023-10-07,2.12,1,365,23,
48170918,Rental unit in Queens,2,bedrooms,3,1,bath,Dr. Tania,Queens,Ozone Park,40.68239,-73.84763,Entire home/apt,99,30,59,2023-10-07,2.07,2,270,20,
48676981,Rental unit in Brooklyn,1,bedroom,2,1,bath,Benjamin,Brooklyn,Park Slope,40.67718,-73.97533,Entire home/apt,199,30,69,2023-10-07,2.04,2,107,18,
768688494578057457,Rental unit in Queens,1,bedroom,1,1,private,Jose,Queens,Flushing,40.75922,-73.83404,Private room,85,1000,27,2023-10-07,2.01,3,365,24,
829139485988087913,Home in Queens,4,bedrooms,6,2,baths,Caroline,Queens,Springfield Gardens,40.65784,-73.75827,Entire home/apt,199,30,19,2023-10-07,1.94,3,344,19,
23135,Rental unit in Brooklyn,1,bedroom,1,1,private,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Private room,200,30,317,2023-10-07,1.91,4,365,21,
42311578,Rental unit in Brooklyn,1, Studio ,2,1,bath,Mathieu,Brooklyn,Carroll Gardens,40.68023,-74.00107,Entire home/apt,215,30,85,2023-10-07,1.85,1,169,3,
31913609,Townhouse in Brooklyn,2,bedrooms,3,1,bath,Bobby And Ruth,Brooklyn,Bedford-Stuyvesant,40.68512,-73.92291,Entire home/apt,230,30,106,2023-10-07,1.8,1,280,4,
666039859586324230,Guest suite in Queens,1,bedroom,2,1,private,Jessica,Queens,Elmhurst,40.743122150454546,-73.87479544,Private room,70,30,29,2023-10-07,1.77,4,335,20,
766640621300950506,Home in Brooklyn,1,bedroom,1,1.5,baths,Asia,Brooklyn,Bedford-Stuyvesant,40.6806381,-73.9392341,Private room,76,30,21,2023-10-07,1.59,2,88,17,
49791051,Home in Queens,3,bedrooms,3,1,bath,Nelson,Queens,Richmond Hill,40.70329,-73.82832,Entire home/apt,180,30,47,2023-10-07,1.56,1,365,12,
52336808,Rental unit in Brooklyn,2,bedrooms,3,1,bath,Sue,Brooklyn,Bedford-Stuyvesant,40.69471,-73.93963,Entire home/apt,190,30,33,2023-10-07,1.56,3,180,9,
10038776,Home in Queens,1,bedroom,1,1,shared,Angela,Queens,Jackson Heights,40.75203,-73.87585,Private room,60,30,145,2023-10-07,1.53,2,365,1,
34907354,Rental unit in Brooklyn,1,bedroom,1,1,shared,Erica,Brooklyn,Prospect-Lefferts Gardens,40.66289,-73.95756,Private room,70,30,80,2023-10-07,1.43,1,165,14,
1881846,Rental unit in New York,1,bedroom,3,1,shared,Ahmed,Manhattan,Midtown,40.75527,-73.96553,Private room,238,30,172,2023-10-07,1.4,1,364,4,
16402746,Rental unit in Queens,2,bedrooms,3,1,bath,Nadege,Queens,Laurelton,40.6783,-73.73684,Entire home/apt,151,30,73,2023-10-07,1.39,2,0,5,
54094489,Home in Queens,1,bedroom,1,1,shared,Fabiola,Queens,Richmond Hill,40.68879,-73.81368,Private room,98,30,32,2023-10-07,1.32,2,344,17,
16454703,Rental unit in Brooklyn,2,bedrooms,2,1,bath,J,Brooklyn,Fort Hamilton,40.61487,-74.03047,Entire home/apt,110,30,106,2023-10-07,1.25,1,161,5,
923163025015552298,Rental unit in Brooklyn,1,bedroom,1,1.5,baths,Adrian,Brooklyn,Crown Heights,40.67660327971589,-73.94218806,Private room,79,30,5,2023-10-07,1.06,1,90,5,
961756674226558451,Rental unit in New York,3,bedrooms,3,1,bath,John Michail,Manhattan,Midtown,40.75905930739205,-73.96950123,Entire home/apt,250,3,4,2023-10-07,1.04,1,334,4,Exempt
26249582,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Arturo,Brooklyn,Brooklyn Heights,40.69964563104457,-73.99316343,Entire home/apt,179,30,58,2023-10-07,0.87,5,45,1,
19974905,Rental unit in Bronx,1,bedroom,1,1,shared,Esteem,Bronx,Parkchester,40.83815,-73.85849,Shared room,45,30,58,2023-10-07,0.75,2,365,26,
54036658,Rental unit in New York,1, Studio ,3,1,bath,Eduard,Manhattan,Midtown,40.74823,-73.98825,Entire home/apt,196,1,8,2023-10-07,0.73,7,144,8,Exempt
733219724258180821,Rental unit in Brooklyn,1,bedroom,1,1,bath,Kevin,Brooklyn,Williamsburg,40.71148,-73.95538,Private room,97,1,11,2023-10-07,0.73,3,76,6,OSE-STRREG-0000833
678793875305785454,Condo in New York,2,bedrooms,1,1.5,baths,Daniel,Manhattan,Harlem,40.82657,-73.95321,Private room,202,30,9,2023-10-07,0.55,2,186,3,
586717934461828853,Rental unit in Queens,1,bedroom,1,1,shared,Tania,Queens,Flushing,40.76181,-73.80249,Private room,70,30,11,2023-10-07,0.52,5,358,4,
41749993,Condo in Brooklyn,1,bedroom,1,1,bath,Nick,Brooklyn,Williamsburg,40.71801,-73.95482,Entire home/apt,150,30,8,2023-10-07,0.51,1,0,3,
963676412262803693,Rental unit in Queens ,1,bedroom,1,1,bath,Monae,Queens,Kew Gardens,40.70411744563964,-73.83443079,Entire home/apt,209,30,2,2023-10-07,0.5,1,90,2,
642755693102173459,Rental unit in New York,1, Studio ,1,1,bath,Anastasia,Manhattan,Upper West Side,40.77779,-73.98547,Entire home/apt,215,30,8,2023-10-07,0.47,1,70,3,
595543365276878517,Rental unit in Brooklyn,1, Studio ,1,1,bath,Boomerang,Brooklyn,Brooklyn Heights,40.6953,-73.99434,Entire home/apt,116,30,8,2023-10-07,0.42,52,213,4,
775391797402674304,Rental unit in New York,1,bedroom,1,1.5,baths,Taylor,Manhattan,East Village,40.72769,-73.98933,Entire home/apt,200,30,5,2023-10-07,0.41,1,130,4,
914578872494091102,Rental unit in New York ,1,bedroom,1,1,bath,Koichi,Manhattan,Gramercy,40.73362725766837,-73.98789084,Entire home/apt,47,3,2,2023-10-07,0.38,21,279,2,Exempt
846464808247715917,Rental unit in New York ,2,bedrooms,2,1.5,baths,Boomerang,Manhattan,Chelsea,40.74631139222322,-73.99237424,Entire home/apt,347,30,2,2023-10-07,0.38,52,311,2,
689759067944171480,Rental unit in New York ,1,bedroom,2,1,bath,Janice,Manhattan,Morningside Heights,40.81444,-73.96134,Entire home/apt,117,30,1,2023-10-07,0.33,2,365,1,
860241816039531223,Rental unit in New York ,1, Studio ,1,1,bath,Isaac,Manhattan,Chelsea,40.747940122742065,-73.99167265,Entire home/apt,95,30,1,2023-10-07,0.33,15,352,1,
926343412483306942,Home in The Bronx ,1,bedroom,1,1.5,shared,Jessica,Bronx,Clason Point,40.81874158394282,-73.86543405,Private room,36,30,1,2023-10-07,0.33,1,235,1,
691255376289428094,Home in Brooklyn,1,bedroom,1,1,shared,Mohammad,Brooklyn,East New York,40.6712566,-73.8697709,Private room,35,30,4,2023-10-07,0.3,3,299,3,
764204323992384659,Rental unit in The Bronx ,1,bedroom,1,1,shared,Yanela,Bronx,Kingsbridge,40.8828023,-73.8953348,Private room,56,30,2,2023-10-07,0.29,2,308,2,
47000799,Condo in New York,1,bedroom,1,1,bath,Darnell,Manhattan,Harlem,40.81521,-73.93943,Entire home/apt,105,30,4,2023-10-07,0.27,1,113,2,
711637483502170664,Rental unit in New York,1,bedroom,1,1,bath,Jeniffer,Manhattan,Hell's Kitchen,40.7663381,-73.9890258,Entire home/apt,130,30,3,2023-10-07,0.24,139,365,2,
8530517,Rental unit in Brooklyn,2,bedrooms,2,2,baths,Benjamin,Brooklyn,Sunset Park,40.66505,-73.994,Entire home/apt,232,30,13,2023-10-07,0.22,17,280,5,
25779937,Rental unit in New York,1,bedroom,1,1,shared,Kaz,Manhattan,Harlem,40.81306,-73.94232,Private room,37,30,14,2023-10-07,0.21,93,339,4,
25944038,Rental unit in New York,1,bedroom,1,1,shared,Jose,Manhattan,Upper East Side,40.76121,-73.95962,Private room,65,30,14,2023-10-07,0.21,1,64,3,
49436100,Rental unit in New York,2,bedrooms,2,2,baths,Avi,Manhattan,Midtown,40.76442,-73.98158,Entire home/apt,250,30,4,2023-10-07,0.19,91,281,2,
1221517,Rental unit in New York,1,bedroom,1,2,shared,Sergio,Manhattan,East Harlem,40.80231,-73.93883,Private room,40,30,18,2023-10-07,0.18,5,231,3,
550587373921310094,Rental unit in Brooklyn ,1,bedroom,1,1,shared,Blueground,Brooklyn,Williamsburg,40.70835,-73.95636,Private room,65,30,2,2023-10-07,0.14,4,83,1,
14692459,Rental unit in New York,2,bedrooms,3,1,bath,The Local Stay,Manhattan,Upper East Side,40.78183,-73.9461,Entire home/apt,91,30,11,2023-10-07,0.13,68,218,2,
28671495,Rental unit in Brooklyn,1,bedroom,1,1,shared,Dr.Julien,Brooklyn,East Flatbush,40.65399,-73.93633,Private room,61,30,5,2023-10-07,0.11,56,338,3,
51843468,Rental unit in New York ,2,bedrooms,3,1,bath,Ellie And Jeff,Manhattan,Midtown,40.75259,-73.97227,Entire home/apt,310,30,2,2023-10-07,0.11,8,87,1,
642004894846322446,Rental unit in New York,1,bedroom,1,1,shared,Cui Miu,Manhattan,East Harlem,40.80002,-73.94409,Private room,80,30,114,2023-10-06,5.93,1,95,58,
43497512,Rental unit in Brooklyn,1,bedroom,2,1,shared,Jose,Brooklyn,Williamsburg,40.70813,-73.96076,Private room,150,30,54,2023-10-06,4.14,1,0,47,
53109727,Home in Brooklyn,1,bedroom,1,1,shared,Qiulan,Brooklyn,Sunset Park,40.64519,-74.00083,Private room,61,30,42,2023-10-06,3.97,2,365,42,
662468221101298052,Rental unit in Queens,1,bedroom,1,1,shared,Jackson,Queens,Long Island City,40.76028,-73.93271,Private room,109,30,65,2023-10-06,3.56,1,89,32,
722416737381606975,Rental unit in New York,1,bedroom,2,1,bath,David,Manhattan,Upper West Side,40.78836,-73.96834,Entire home/apt,245,30,47,2023-10-06,3.07,9,0,34,
24372429,Condo in Brooklyn,2,bedrooms,2,1,bath,Chris,Brooklyn,Bushwick,40.68612,-73.9141,Entire home/apt,299,30,201,2023-10-06,2.89,1,71,32,
771961589340472067,Rental unit in Queens,1,bedroom,1,1,shared,Camila,Queens,Sunnyside,40.742223,-73.92331,Private room,90,30,32,2023-10-06,2.45,1,0,29,
3696043,Rental unit in Brooklyn,1,bedroom,4,1,bath,Kevin,Brooklyn,Brownsville,40.66771,-73.92333,Entire home/apt,75,30,263,2023-10-06,2.3,1,33,21,
50831853,Home in Queens,3,bedrooms,4,1,bath,Jaime,Queens,Woodside,40.7432,-73.91095,Entire home/apt,300,30,67,2023-10-06,2.23,2,89,21,
590493898611831944,Rental unit in Brooklyn,1,bedroom,1,1,shared,Chloe,Brooklyn,Bushwick,40.700974,-73.939529,Private room,114,30,43,2023-10-06,2.05,1,180,15,
709389982585809851,Home in Brooklyn,1,bedroom,1,1,shared,Sara,Brooklyn,Bushwick,40.68877,-73.91662,Private room,99,30,32,2023-10-06,1.99,1,274,21,
597013333352448220,Rental unit in Brooklyn,1, Studio ,2,1,private,Trina,Brooklyn,Bedford-Stuyvesant,40.69062,-73.93086,Private room,213,30,39,2023-10-06,1.92,1,270,16,
38282162,Rental unit in New York,1,bedroom,1,1,shared,Jk,Manhattan,Upper West Side,40.8027,-73.96358,Private room,110,30,90,2023-10-06,1.71,2,86,22,
22058586,Rental unit in Brooklyn ,1,bedroom,1,2,shared,Ervita,Brooklyn,Prospect-Lefferts Gardens,40.66234,-73.95273,Private room,59,30,122,2023-10-06,1.65,7,35,13,
39903508,Rental unit in Staten Island,2,bedrooms,1,1,shared,Daniel,Staten Island,New Springville,40.59339,-74.16128,Private room,150,30,70,2023-10-06,1.58,1,179,8,
709390167533836361,Rental unit in Queens,1,bedroom,2,1,bath,Annabel,Queens,East Elmhurst,40.75896,-73.88582,Entire home/apt,130,30,24,2023-10-06,1.55,2,178,17,
939855407243622389,Rental unit in The Bronx,1,bedroom,1,1,bath,Sadiq,Bronx,Edenwald,40.891296,-73.8423313,Private room,70,30,6,2023-10-06,1.4,3,365,6,
43499730,Rental unit in Brooklyn,1, Studio ,1,1,bath,Joshua,Brooklyn,Williamsburg,40.70988,-73.94842,Entire home/apt,150,30,55,2023-10-06,1.31,1,171,15,
21982333,Rental unit in Brooklyn ,1, Studio ,2,1,shared,Leland,Brooklyn,East New York,40.66502,-73.89084,Private room,64,30,91,2023-10-06,1.24,1,93,5,
35136809,Rental unit in Queens,1,bedroom,1,1,shared,Mina,Queens,Howard Beach,40.66815,-73.8512,Private room,62,30,64,2023-10-06,1.14,3,365,2,
38839819,Rental unit in New York,1,bedroom,1,1,shared,Jodie,Manhattan,Washington Heights,40.84623,-73.94103,Private room,86,30,56,2023-10-06,1.08,1,179,13,
908674065556198820,Home in The Bronx,1,bedroom,1,1,bath,Stellamaris,Bronx,Williamsbridge,40.87577046,-73.85542788,Private room,50,30,5,2023-10-06,1.07,7,268,5,
28500619,Condo in Brooklyn,2,bedrooms,4,2,baths,Anthony,Brooklyn,Williamsburg,40.71767,-73.95329,Private room,300,30,64,2023-10-06,1,1,83,6,
11720001,Rental unit in New York,3,bedrooms,3,2,shared,Doris,Manhattan,Harlem,40.81459,-73.94661,Shared room,75,2,87,2023-10-06,0.93,1,93,10,OSE-STRREG-0000933
42541688,Rental unit in New York,1,bedroom,1,1,bath,Melissa,Bronx,Woodlawn,40.89886,-73.87148,Entire home/apt,110,30,14,2023-10-06,0.93,1,310,9,
917400334651220906,Rental unit in New York,1,bedroom,1,1,bath,Iv,Manhattan,West Village,40.72978349622541,-74.00730153,Entire home/apt,150,30,6,2023-10-06,0.92,1,126,6,
8687556,Townhouse in Brooklyn,1,bedroom,1,1,bath,Beatrice,Brooklyn,Kensington,40.64317,-73.97358,Entire home/apt,86,30,85,2023-10-06,0.91,1,64,5,
37974064,Home in Brooklyn,1,bedroom,2,1,private,Angella,Brooklyn,East Flatbush,40.63773,-73.91992,Private room,110,30,47,2023-10-06,0.89,1,145,2,
22805946,Rental unit in New York,2,bedrooms,2,1,bath,Amr,Manhattan,Midtown,40.75806,-73.96655,Entire home/apt,240,30,22,2023-10-06,0.85,1,180,2,
38178779,Home in Brooklyn,1,bedroom,1,1,shared,Dionne,Brooklyn,Cypress Hills,40.68672,-73.87607,Private room,100,30,42,2023-10-06,0.82,1,0,10,
42831981,Rental unit in Brooklyn,1,bedroom,1,1,shared,Leidi,Brooklyn,Sunset Park,40.64351559257421,-74.02014151,Private room,45,30,35,2023-10-06,0.82,3,90,19,
17654611,Rental unit in Queens,1,bedroom,1,1,shared,Lunara,Queens,Long Island City,40.74299,-73.94882,Private room,77,30,63,2023-10-06,0.76,1,101,12,
23273907,Rental unit in Brooklyn,1,bedroom,1,1,shared,Lana,Brooklyn,Bath Beach,40.6055151,-74.0165235,Private room,40,30,52,2023-10-06,0.73,2,176,1,
630494641216712852,Condo in Brooklyn,3,bedrooms,3,3,baths,Jonathan,Brooklyn,Crown Heights,40.67846,-73.95295,Entire home/apt,200,30,14,2023-10-06,0.71,1,4,6,
551497141931129148,Rental unit in Queens,1,bedroom,2,1,private,Melissa,Queens,Long Island City,40.74198,-73.95422,Private room,154,30,13,2023-10-06,0.61,2,362,5,
34535182,Home in Brooklyn,1,bedroom,1,1,shared,Gladwyn,Brooklyn,Canarsie,40.6297,-73.89786,Private room,110,30,31,2023-10-06,0.55,5,29,16,
951607473753562778,Rental unit in Brooklyn ,2,bedrooms,2,1,private,Weiyun,Brooklyn,Gravesend,40.60695053543341,-73.97881314,Private room,159,30,2,2023-10-06,0.48,1,239,2,
924523082287697779,Serviced apartment in New York ,1,bedroom,1,1,bath,Urban Furnished,Manhattan,Hell's Kitchen,40.7629644,-73.9920309,Entire home/apt,140,30,2,2023-10-06,0.47,256,365,2,
54196350,Rental unit in New York,2,bedrooms,2,1,bath,Gisele,Manhattan,Upper West Side,40.78136,-73.98408,Entire home/apt,125,30,8,2023-10-06,0.36,35,365,3,
954305781860517709,Hotel in New York ,1,bedroom,1,1,bath,Shkedy,Manhattan,Midtown,40.751288489446026,-73.97002241,Private room,132,1,1,2023-10-06,0.33,29,227,1,Exempt
964580862175553321,Rental unit in Brooklyn ,2,bedrooms,2,1,bath,Shai,Brooklyn,Gowanus,40.67863,-73.99012,Entire home/apt,260,30,1,2023-10-06,0.32,1,68,1,
52170623,Rental unit in New York,1, Studio ,1,1,bath,MyNyHousing,Manhattan,Chelsea,40.74096,-73.99804,Entire home/apt,120,30,4,2023-10-06,0.16,60,364,2,
22064262,Rental unit in New York,1, Studio ,1,1,bath,Stanley,Manhattan,Murray Hill,40.74926,-73.97643,Entire home/apt,120,30,10,2023-10-06,0.15,83,364,1,
30749019,Home in Queens,2,bedrooms,2,1,shared,Malca,Queens,Kew Gardens Hills,40.7183,-73.81433,Private room,59,30,5,2023-10-06,0.08,2,360,2,
19674497,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Ash,Brooklyn,Prospect Heights,40.6801,-73.96434,Entire home/apt,420,30,5,2023-10-06,0.06,2,365,2,
28786900,Rental unit in Brooklyn,5,bedrooms,1,2,shared,Bryan,Brooklyn,East Flatbush,40.65239,-73.94354,Private room,65,30,4,2023-10-06,0.06,4,365,1,
736479219797807190,Rental unit in Brooklyn,1,bedroom,1,1,shared,Frantz,Brooklyn,South Slope,40.66479,-73.98209,Private room,90,30,53,2023-10-05,3.55,1,0,37,
855033009330574643,Rental unit in New York,3,bedrooms,3,1,bath,Yessica,Manhattan,Washington Heights,40.85222904979996,-73.93081376,Entire home/apt,188,30,31,2023-10-05,3.32,3,23,31,
50526813,Rental unit in Staten Island,1,bedroom,1,1,private,Bright,Staten Island,Clifton,40.61717,-74.07848,Private room,70,30,99,2023-10-05,3.21,3,364,31,
26449881,Rental unit in Brooklyn,1,bedroom,1,1,bath,Kendall,Brooklyn,Williamsburg,40.71157,-73.94953,Entire home/apt,362,30,53,2023-10-05,2.84,1,284,30,
547899573423305701,Home in Bronx,2,bedrooms,2,1,bath,Kristopher,Bronx,Allerton,40.86591,-73.85396,Entire home/apt,150,30,63,2023-10-05,2.78,1,179,28,
20016090,Rental unit in Brooklyn,1,bedroom,1,1,bath,Sara,Brooklyn,Bedford-Stuyvesant,40.69068,-73.94357,Entire home/apt,98,30,210,2023-10-05,2.7,1,262,25,
46468503,Rental unit in New York,1,bedroom,1,1,shared,Bel And,Manhattan,Roosevelt Island,40.76139,-73.95127,Private room,124,30,81,2023-10-05,2.63,1,160,30,
